Table Product Code,Page,Product Code,Nominal Conductor Area (mm2),Nominal Conductor Diameter (mm),Nominal Insulation Thickness (mm),Approx. Cable Diameter (mm),Approx. Mass (kg/100m),Max. Pulling Tension on Conductor (kN),Max. Pulling Tension on Stocking Grip (kN),Min. Bending Radius*: During Installation (mm),Min. Bending Radius*: Set in Position (mm),"Max. Conductor Resistance, dc at 200C (Ω/km)","Conductor Resistance, ac at 900C & 50Hz (Ω/km)","Inductance, Trefoil Touching (mH/km)","Inductive Reactance, Trefoil Touching at 50Hz (Ω/km)",Zero Seq. Impedance at 200C & 50Hz (Ω/km),"Capacitance, Phase to Earth (μF/km)",Min. Insulation Resistance at 200C (MΩ.km),Electric Stress at Conductor Screen (kV/mm),Charging Current at Rated Voltage & 50Hz (A/phase/km),Short Circuit Rating,Continuous Current Rating,Inductance (mH/km),"Inductive Reactance, at 50Hz (Ω/km)",Max. Pulling Tension on Conductors (kN),Max. Pulling Tension on Armour Wires (kN),"Inductive, Trefoil Touching (mH/km)","Inductive Reactance, (Ω/km)"
1CCUX22LD,43,,120,12.9,5.5,32.8,195,8.4,3.8,590,390,0.153,0.196,0.397,0.125,1.09+ j0.0645,0.241,"10,000",3.12,0.961,17.2,335,,,,,,
1CCUX22LD,43,,150,14.3,5.5,34.2,225,11,4.1,620,410,0.124,0.159,0.384,0.121,1.06+ j0.0611,0.259,"9,700",3.06,1.03,21.5,375,,,,,,
1CCUX22LD,43,,185,16.1,5.5,36.2,265,13,4.6,650,430,0.0991,0.128,0.372,0.117,1.03+ j0.0575,0.282,"8,900",2.99,1.12,26.5,425,,,,,,
1CCUX22LD,43,,240,18.2,5.5,38.4,320,17,5.2,690,460,0.0754,0.0978,0.357,0.112,1.01+ j0.0538,0.310,"8,100",2.91,1.24,34.3,490,,,,,,
1CCUX22LD,43,,300,20.6,5.5,41.1,385,21,5.9,740,490,0.0601,0.0788,0.346,0.109,0.995+ j0.0509,0.343,"7,300",2.85,1.37,42.9,550,,,,,,
1CCUX22LD,43,,400,23.5,5.5,44.8,475,25,7.0,810,540,0.0470,0.0628,0.335,0.105,0.982+ j0.0481,0.386,"6,500",2.78,1.54,57.2,625,,,,,,
1CCUX22LD,43,,500,26.6,5.5,48.1,585,25,8.1,860,580,0.0366,0.0504,0.324,0.102,0.973+ j0.0451,0.426,"5,900",2.73,1.70,71.5,705,,,,,,
1CCUX22LD,43,,630,30.2,5.5,52.0,725,25,9.4,940,620,0.0283,0.0410,0.315,0.0988,0.965+ j0.0426,0.473,"5,300",2.68,1.89,90.1,790,,,,,,
1CCUX22LD,44,1CCUX22LD,35,7.0,5.5,27.9,115,2.5,2.5,500,330,0.524,0.668,0.502,0.158,1.09+ j0.0931,0.164,"16,000",3.64,0.652,5.0,175,,,,,,
1CCUX22LD,44,,50,8.2,5.5,29.0,140,3.5,2.9,520,350,0.387,0.494,0.479,0.151,0.783+ j0.0868,0.179,"14,000",3.49,0.713,7.2,205,,,,,,
1CCUX22LD,44,,70,9.8,5.5,30.8,185,4.9,3.3,550,370,0.268,0.342,0.444,0.140,0.550+ j0.0767,0.200,"13,000",3.33,0.799,10.0,250,,,,,,
1CCUX22LD,44,,95,11.5,5.5,32.5,215,6.7,3.7,590,390,0.193,0.247,0.422,0.133,0.475+ j0.0708,0.223,"11,000",3.21,0.888,13.6,295,,,,,,
1CCUX22LD,44,,120,12.9,5.5,34.1,240,8.4,4.1,610,410,0.153,0.196,0.405,0.127,0.435+ j0.0660,0.241,"10,000",3.12,0.961,17.2,335,,,,,,
1CCUX22LD,44,,150,14.3,5.5,35.5,270,11,4.4,640,430,0.124,0.159,0.392,0.123,0.406+ j0.0625,0.259,"9,700",3.06,1.03,21.5,370,,,,,,
1CCUX22LD,44,,185,16.1,5.5,37.5,310,13,4.9,670,450,0.0991,0.128,0.379,0.119,0.381+ j0.0589,0.282,"8,900",2.99,1.12,26.5,415,,,,,,
1CCUX22LD,44,,240,18.2,5.5,39.9,370,17,5.6,720,480,0.0754,0.0978,0.365,0.115,0.358+ j0.0550,0.310,"8,100",2.91,1.24,34.3,480,,,,,,
1CCUX22LD,44,,300,20.6,5.5,42.4,430,21,6.3,760,510,0.0601,0.0788,0.353,0.111,0.343+ j0.0520,0.343,"7,300",2.85,1.37,42.9,535,,,,,,
1CCUX22LD,44,,400,23.5,5.5,46.3,525,25,7.5,830,560,0.0470,0.0627,0.342,0.108,0.330+ j0.0491,0.386,"6,500",2.78,1.54,57.2,600,,,,,,
1CCUX22LD,44,,500,26.6,5.5,49.4,630,25,8.5,890,590,0.0366,0.0503,0.330,0.104,0.320+ j0.0460,0.426,"5,900",2.73,1.70,71.5,670,,,,,,
1CCUX22LD,44,,630,30.3,5.5,53.5,770,25,10,960,640,0.0283,0.0408,0.321,0.101,0.312+ j0.0435,0.473,"5,300",2.68,1.89,90.1,740,,,,,,
3CCUX22LD,45,3CCUX22LD,35,7.0,5.5,54.5,300,7.4,7.4,980,650,0.524,0.668,,,2.87+ j0.0916,0.164,"16,000",3.64,0.655,5.0,165,0.438,0.138,,,,
3CCUX22LD,45,,50,8.2,5.5,57.1,340,11,11,1030,690,0.387,0.494,,,2.73+ j0.0854,0.179,"14,000",3.49,0.715,7.2,190,0.418,0.131,,,,
3CCUX22LD,45,,70,9.8,5.5,60.9,420,15,13,1100,730,0.268,0.342,,,2.45+ j0.0754,0.201,"13,000",3.33,0.802,10.0,235,0.386,0.121,,,,
3CCUX22LD,45,,95,11.5,5.5,64.7,515,20,15,1170,780,0.193,0.247,,,2.24+ j0.0695,0.223,"11,000",3.21,0.891,13.6,275,0.367,0.115,,,,
3CCUX22LD,45,,120,12.9,5.5,68.0,605,25,16,1220,820,0.153,0.196,,,2.08+ j0.0647,0.242,"10,000",3.12,0.964,17.2,325,0.351,0.110,,,,
3CCUX22LD,45,,150,14.3,5.5,71.2,690,25,18,1280,850,0.124,0.159,,,1.95+ j0.0613,0.260,"9,700",3.06,1.04,21.5,360,0.340,0.107,,,,
3CCUX22LD,45,,185,16.1,5.5,75.1,820,25,20,1350,900,0.0991,0.128,,,1.83+ j0.0577,0.283,"8,900",2.99,1.13,26.5,410,0.328,0.103,,,,
3CCUX22LD,45,,240,18.2,5.5,80.3,1010,25,23,1440,960,0.0754,0.0981,,,1.64+ j0.0540,0.311,"8,100",2.91,1.24,34.3,475,0.316,0.0993,,,,
3CCUX22LD,45,,300,20.6,5.5,86.2,1220,25,25,1550,1030,0.0601,0.0791,,,1.55+ j0.0511,0.344,"7,300",2.85,1.37,42.9,530,0.306,0.0962,,,,
3CCUX22LDA,46,3CCUX22LDA,35,7.0,5.5,63.6,605,,7.4,1150,760,0.524,0.668,,,2.87+j0.0916,0.164,"16,000",3.64,0.655,5.0,165,0.438,0.138,7.4,17,,
3CCUX22LDA,46,,50,8.2,5.5,66.5,660,,11,1200,800,0.387,0.494,,,2.73+j0.0854,0.179,"14,000",3.49,0.715,7.2,190,0.418,0.131,11,18,,
3CCUX22LDA,46,,70,9.8,5.5,70.2,760,,15,1260,840,0.268,0.342,,,2.45+j0.0754,0.201,"13,000",3.33,0.802,10.0,235,0.386,0.121,15,20,,
3CCUX22LDA,46,,95,11.5,5.5,74.3,875,,19,1340,890,0.193,0.247,,,2.24+j0.0695,0.223,"11,000",3.21,0.891,13.6,275,0.367,0.115,20,23,,
3CCUX22LDA,46,,120,12.9,5.5,79.4,1080,,22,1430,950,0.153,0.196,,,2.08+j0.0647,0.242,"10,000",3.12,0.964,17.2,325,0.351,0.110,25,25,,
3CCUX22LDA,46,,150,14.3,5.5,82.6,1190,,24,1490,990,0.124,0.159,,,1.95+j0.0613,0.260,"9,700",3.06,1.04,21.5,360,0.340,0.107,25,25,,
3CCUX22LDA,46,,185,16.1,5.5,87.0,1350,,25,1570,1040,0.0991,0.128,,,1.83+j0.0577,0.283,"8,900",2.99,1.13,26.5,410,0.328,0.103,25,25,,
3CCUX22HD,47,3CCUX22HD,35,7.0,5.5,54.5,310,7.4,7.4,980,650,0.524,0.668,,,2.16+ j0.0916,0.164,"16,000",3.64,0.655,5.0,170,0.438,0.138,,,,
3CCUX22HD,47,,50,8.2,5.5,57.1,360,11,11,1030,690,0.387,0.494,,,1.56+ j0.0854,0.179,"14,000",3.49,0.715,7.2,200,0.418,0.131,,,,
3CCUX22HD,47,,70,9.8,5.5,60.9,455,15,13,1100,730,0.268,0.342,,,1.11+ j0.0754,0.201,"13,000",3.33,0.802,10.0,240,0.386,0.121,,,,
3CCUX22HD,47,,95,11.5,5.5,64.7,550,20,15,1170,780,0.193,0.247,,,1.03+ j0.0695,0.223,"11,000",3.21,0.891,13.6,290,0.367,0.115,,,,
3CCUX22HD,47,,120,12.9,5.5,68.0,640,25,16,1220,820,0.153,0.196,,,0.995+ j0.0647,0.242,"10,000",3.12,0.964,17.2,330,0.351,0.110,,,,
3CCUX22HD,47,,150,14.3,5.5,71.2,725,25,18,1280,850,0.124,0.159,,,0.966+ j0.0613,0.260,"9,700",3.06,1.04,21.5,365,0.340,0.107,,,,
3CCUX22HD,47,,185,16.1,5.5,75.1,850,25,20,1350,900,0.0991,0.128,,,0.941+ j0.0577,0.283,"8,900",2.99,1.13,26.5,410,0.328,0.103,,,,
3CCUX22HD,47,,240,18.2,5.5,80.3,1040,25,23,1440,960,0.0754,0.0981,,,0.917+ j0.0540,0.311,"8,100",2.91,1.24,34.3,475,0.316,0.0993,,,,
3CCUX22HD,47,,300,20.6,5.5,86.2,1240,25,25,1550,1030,0.0601,0.0791,,,0.902+ j0.0511,0.344,"7,300",2.85,1.37,42.9,530,0.306,0.0962,,,,
3CCUX22HDA,48,3CCUX22HDA,35,7.0,5.5,63.6,615,,7.4,1150,760,0.524,0.668,,,2.16+ j0.0916,0.164,"16,000",3.64,0.655,5.0,170,0.438,0.138,7.4,17,,
3CCUX22HDA,48,,50,8.2,5.5,66.5,680,,11,1200,800,0.387,0.494,,,1.56+ j0.0854,0.179,"14,000",3.49,0.715,7.2,200,0.418,0.131,11,18,,
3CCUX22HDA,48,,70,9.8,5.5,70.6,805,,15,1270,850,0.268,0.342,,,1.11+ j0.0754,0.201,"13,000",3.33,0.802,10.0,240,0.386,0.121,15,20,,
3CCUX22HDA,48,,95,11.5,5.5,74.5,915,,19,1340,890,0.193,0.247,,,1.03+ j0.0695,0.223,"11,000",3.21,0.891,13.6,290,0.367,0.115,20,23,,
3CCUX22HDA,48,,120,12.9,5.5,79.4,1110,,22,1430,950,0.153,0.196,,,0.995+ j0.0647,0.242,"10,000",3.12,0.964,17.2,330,0.351,0.110,25,25,,
3CCUX22HDA,48,,150,14.3,5.5,82.8,1230,,24,1490,990,0.124,0.159,,,0.966+ j0.0613,0.260,"9,700",3.06,1.04,21.5,365,0.340,0.107,25,25,,
3CCUX22HDA,48,,185,16.1,5.5,87.0,1380,,25,1570,1040,0.0991,0.128,,,0.941+ j0.0577,0.283,"8,900",2.99,1.13,26.5,410,0.328,0.103,25,25,,
1CALX22LD,49,1CALX22LD,35,7.1,5.5,26.6,80,1.8,1.8,480,320,0.868,1.11,0.491,0.154,1.80+ j0.0908,0.165,"16,000",3.63,0.657,3.3,135,,,,,,
1CALX22LD,49,,50,8.1,5.5,27.6,85,2.5,2.5,500,330,0.641,0.822,0.471,0.148,1.57+ j0.0853,0.178,"14,000",3.50,0.710,4.7,160,,,,,,
1CALX22LD,49,,70,9.8,5.5,29.5,95,3.5,3.1,530,350,0.443,0.568,0.435,0.137,1.38+ j0.0751,0.200,"13,000",3.33,0.799,6.6,195,,,,,,
1CALX22LD,49,,95,11.5,5.5,31.2,110,4.8,3.4,560,370,0.320,0.411,0.414,0.130,1.25+ j0.0693,0.223,"11,000",3.21,0.888,9.0,230,,,,,,
1CALX22LD,49,,120,12.9,5.5,32.8,120,6.0,3.8,590,390,0.253,0.325,0.400,0.126,1.19+ j0.0654,0.240,"10,000",3.13,0.958,11.3,260,,,,,,
1CALX22LD,49,,150,14.2,5.5,34.1,130,7.5,4.1,610,410,0.206,0.265,0.388,0.122,1.14+ j0.0622,0.258,"9,700",3.06,1.03,14.2,295,,,,,,
1CALX22LD,49,,185,16.0,5.5,36.1,150,9.3,4.6,650,430,0.164,0.211,0.372,0.117,1.10+ j0.0577,0.280,"8,900",2.99,1.12,17.5,330,,,,,,
1CALX22LD,49,,240,18.1,5.5,38.2,170,12,5.1,690,460,0.125,0.161,0.358,0.112,1.06+ j0.0540,0.308,"8,100",2.92,1.23,22.7,385,,,,,,
1CALX22LD,49,,300,20.6,5.5,41.1,200,15,5.9,740,490,0.100,0.130,0.346,0.109,1.03+ j0.0509,0.343,"7,300",2.85,1.37,28.3,435,,,,,,
1CALX22LD,49,,400,23.5,5.5,44.8,235,20,7.0,810,540,0.0778,0.102,0.337,0.106,1.01+ j0.0485,0.386,"6,500",2.78,1.54,37.8,495,,,,,,
1CALX22LD,49,,500,26.6,5.5,48.1,275,25,8.1,860,580,0.0605,0.0800,0.326,0.102,0.996+ j0.0455,0.426,"5,900",2.73,1.70,47.2,565,,,,,,
1CALX22LD,49,,630,30.2,5.5,51.9,330,25,9.4,930,620,0.0469,0.0634,0.315,0.0989,0.982+ j0.0426,0.472,"5,300",2.68,1.88,59.5,640,,,,,,
1CALX22HD,50,1CALX22HD,35,7.1,5.5,26.6,80,1.8,1.8,480,320,0.868,1.11,0.491,0.154,1.71+ j0.0908,0.165,"16,000",3.63,0.657,3.3,135,,,,,,
1CALX22HD,50,,50,8.1,5.5,28.9,95,2.5,2.5,520,350,0.641,0.822,0.480,0.151,1.24+ j0.0871,0.178,"14,000",3.50,0.710,4.7,160,,,,,,
1CALX22HD,50,,70,9.8,5.5,30.8,120,3.5,3.3,550,370,0.443,0.568,0.444,0.140,0.871+ j0.0767,0.200,"13,000",3.33,0.799,6.6,195,,,,,,
1CALX22HD,50,,95,11.5,5.5,32.5,150,4.8,3.7,590,390,0.320,0.411,0.422,0.133,0.635+ j0.0708,0.223,"11,000",3.21,0.888,9.0,230,,,,,,
1CALX22HD,50,,120,12.9,5.5,34.1,165,6.0,4.1,610,410,0.253,0.325,0.409,0.128,0.535+ j0.0669,0.240,"10,000",3.13,0.958,11.3,260,,,,,,
1CALX22HD,50,,150,14.2,5.5,35.4,180,7.5,4.4,640,430,0.206,0.265,0.396,0.124,0.488+ j0.0636,0.258,"9,700",3.06,1.03,14.2,290,,,,,,
1CALX22HD,50,,185,16.0,5.5,37.4,195,9.3,4.9,670,450,0.164,0.211,0.380,0.119,0.446+ j0.0590,0.280,"8,900",2.99,1.12,17.5,330,,,,,,
1CALX22HD,50,,240,18.1,5.5,39.7,220,12,5.5,720,480,0.125,0.161,0.366,0.115,0.407+ j0.0553,0.308,"8,100",2.92,1.23,22.7,380,,,,,,
1CALX22HD,50,,300,20.6,5.5,42.4,245,15,6.3,760,510,0.100,0.130,0.353,0.111,0.382+ j0.0520,0.343,"7,300",2.85,1.37,28.3,425,,,,,,
1CALX22HD,50,,400,23.5,5.5,46.3,285,20,7.5,830,560,0.0778,0.101,0.344,0.108,0.360+ j0.0495,0.386,"6,500",2.78,1.54,37.8,485,,,,,,
1CALX22HD,50,,500,26.6,5.5,49.4,320,25,8.5,890,590,0.0605,0.0799,0.331,0.104,0.343+ j0.0465,0.426,"5,900",2.73,1.70,47.2,545,,,,,,
1CALX22HD,50,,630,30.2,5.5,53.4,375,25,10,960,640,0.0469,0.0633,0.321,0.101,0.330+ j0.0435,0.472,"5,300",2.68,1.88,59.5,615,,,,,,
3CALX22LD,51,3CALX22LD,35,7.1,5.5,54.7,230,5.3,5.3,980,660,0.868,1.11,,,3.21+ j0.0911,0.165,"16,000",3.63,0.659,3.3,125,0.437,0.137,,,,
3CALX22LD,51,,50,8.1,5.5,57.0,255,7.5,7.5,1030,680,0.641,0.822,,,2.98+ j0.0856,0.179,"14,000",3.50,0.712,4.7,145,0.419,0.132,,,,
3CALX22LD,51,,70,9.8,5.5,60.9,295,11,11,1100,730,0.443,0.568,,,2.63+ j0.0754,0.201,"13,000",3.33,0.802,6.6,190,0.386,0.121,,,,
3CALX22LD,51,,95,11.5,5.5,64.7,340,14,14,1170,780,0.320,0.411,,,2.37+ j0.0695,0.223,"11,000",3.21,0.891,9.0,235,0.367,0.115,,,,
3CALX22LD,51,,120,12.9,5.5,67.8,380,18,16,1220,810,0.253,0.325,,,2.18+ j0.0657,0.241,"10,000",3.13,0.962,11.3,255,0.354,0.111,,,,
3CALX22LD,51,,150,14.2,5.5,71.0,420,23,18,1280,850,0.206,0.265,,,2.03+ j0.0624,0.259,"9,700",3.06,1.03,14.2,285,0.343,0.108,,,,
3CALX22LD,51,,185,16.0,5.5,74.9,480,25,20,1350,900,0.164,0.211,,,1.89+ j0.0579,0.281,"8,900",2.99,1.12,17.5,320,0.329,0.103,,,,
3CALX22LD,51,,240,18.1,5.5,80,565,25,22,1440,960,0.125,0.161,,,1.69+ j0.0542,0.309,"8,100",2.92,1.23,22.7,370,0.317,0.0995,,,,
3CALX22LD,51,,300,20.6,5.5,86.2,660,25,25,1550,1030,0.100,0.130,,,1.59+ j0.0511,0.344,"7,300",2.85,1.37,28.3,420,0.306,0.0962,,,,
3CALX22LDA,52,3CALX22LDA,35,7.1,5.5,63.8,535,,5.3,1150,770,0.868,1.11,,,3.21+ j0.0911,0.165,"16,000",3.63,0.659,3.3,125,0.437,0.137,5.3,17,,
3CALX22LDA,52,,50,8.1,5.5,66.4,570,,7.5,1190,800,0.641,0.822,,,2.98+ j0.0856,0.179,"14,000",3.50,0.712,4.7,145,0.419,0.132,7.5,18,,
3CALX22LDA,52,,70,9.8,5.5,70.2,630,,11,1260,840,0.443,0.568,,,2.63+ j0.0754,0.201,"13,000",3.33,0.802,6.6,190,0.386,0.121,11,20,,
3CALX22LDA,52,,95,11.5,5.5,74.3,700,,14,1340,890,0.320,0.411,,,2.37+ j0.0695,0.223,"11,000",3.21,0.891,9.0,235,0.367,0.115,14,23,,
3CALX22LDA,52,,120,12.9,5.5,79.3,855,,18,1430,950,0.253,0.325,,,2.18+ j0.0657,0.241,"10,000",3.13,0.962,11.3,255,0.354,0.111,18,25,,
3CALX22LDA,52,,150,14.2,5.5,82.4,920,,23,1480,990,0.206,0.265,,,2.03+ j0.0624,0.259,"9,700",3.06,1.03,14.2,285,0.343,0.108,23,25,,
3CALX22LDA,52,,185,16.0,5.5,86.8,1010,,25,1560,1040,0.164,0.211,,,1.89+ j0.0579,0.281,"8,900",2.99,1.12,17.5,320,0.329,0.103,25,25,,
3CALX22LD,53,3CALX22LD,35,7.1,5.5,54.7,230,5.3,5.3,980,660,0.868,1.11,,,3.21+ j0.0911,0.165,"16,000",3.63,0.659,3.3,125,0.437,0.137,,,,
3CALX22LD,53,,50,8.1,5.5,57.0,260,7.5,7.5,1030,680,0.641,0.822,,,2.46+ j0.0856,0.179,"14,000",3.50,0.712,4.7,145,0.419,0.132,,,,
3CALX22LD,53,,70,9.8,5.5,60.9,310,11,11,1100,730,0.443,0.568,,,1.76+ j0.0754,0.201,"13,000",3.33,0.802,6.6,190,0.386,0.121,,,,
3CALX22LD,53,,95,11.5,5.5,64.7,370,14,14,1170,780,0.320,0.411,,,1.26+ j0.0695,0.223,"11,000",3.21,0.891,9.0,225,0.367,0.115,,,,
3CALX22LD,53,,120,12.9,5.5,67.8,415,18,16,1220,810,0.253,0.325,,,1.09+ j0.0657,0.241,"10,000",3.13,0.962,11.3,250,0.354,0.111,,,,
3CALX22LD,53,,150,14.2,5.5,71.0,455,23,18,1280,850,0.206,0.265,,,1.05+ j0.0624,0.259,"9,700",3.06,1.03,14.2,285,0.343,0.108,,,,
3CALX22LD,53,,185,16.0,5.5,74.9,510,25,20,1350,900,0.164,0.211,,,1.01+ j0.0579,0.281,"8,900",2.99,1.12,17.5,325,0.329,0.103,,,,
3CALX22LD,53,,240,18.1,5.5,80.0,590,25,22,1440,960,0.125,0.161,,,0.967+ j0.0542,0.309,"8,100",2.92,1.23,22.7,375,0.317,0.0995,,,,
3CALX22LD,53,,300,20.6,5.5,86.2,685,25,25,1550,1030,0.100,0.130,,,0.942+ j0.0511,0.344,"7,300",2.85,1.37,28.3,420,0.306,0.0962,,,,
3CALX22LDA,54,3CALX22LDA,35,7.1,5.5,63.8,535,,5.3,1150,770,0.868,1.11,,,3.21+ j0.0911,0.165,"16,000",3.63,0.659,3.3,125,0.437,0.137,5.3,17,,
3CALX22LDA,54,,50,8.1,5.5,66.4,580,,7.5,1190,800,0.641,0.822,,,2.46+ j0.0856,0.179,"14,000",3.50,0.712,4.7,145,0.419,0.132,7.5,18,,
3CALX22LDA,54,,70,9.8,5.5,70.4,655,,11,1270,850,0.443,0.568,,,1.76+ j0.0754,0.201,"13,000",3.33,0.802,6.6,190,0.386,0.121,11,20,,
3CALX22LDA,54,,95,11.5,5.5,74.5,735,,14,1340,890,0.320,0.411,,,1.26+ j0.0695,0.223,"11,000",3.21,0.891,9.0,225,0.367,0.115,14,23,,
3CALX22LDA,54,,120,12.9,5.5,79.3,890,,18,1430,950,0.253,0.325,,,1.09+ j0.0657,0.241,"10,000",3.13,0.962,11.3,250,0.354,0.111,18,25,,
3CALX22LDA,54,,150,14.2,5.5,82.6,955,,23,1490,990,0.206,0.265,,,1.05+ j0.0624,0.259,"9,700",3.06,1.03,14.2,285,0.343,0.108,23,25,,
3CALX22LDA,54,,185,16.0,5.5,86.8,1040,,25,1560,1040,0.164,0.211,,,1.01+ j0.0579,0.281,"8,900",2.99,1.12,17.5,325,0.329,0.103,25,25,,
1CCUX33LD,55,1CCUX33LD,50,8.2,8.0,33.1,140,3.5,3.5,600,400,0.387,0.494,,0.159,1.32+ j0.0975,0.139,"18,000",4.07,0.831,7.2,205,,,,,0.507,
1CCUX33LD,55,,70,9.8,8.0,34.7,165,4.9,4.2,630,420,0.268,0.342,,0.147,1.20+ j0.0868,0.155,"16,000",3.85,0.923,10.0,250,,,,,0.469,
1CCUX33LD,55,,95,11.5,8.0,36.6,195,6.7,4.7,660,440,0.193,0.247,,0.140,1.13+ j0.0802,0.170,"15,000",3.67,1.02,13.6,300,,,,,0.447,
1CCUX33LD,55,,120,12.9,8.0,38.0,225,8.4,5.1,680,460,0.153,0.196,,0.134,1.09+ j0.0749,0.183,"14,000",3.55,1.09,17.2,335,,,,,0.428,
1CCUX33LD,55,,150,14.3,8.0,39.6,255,11,5.5,710,480,0.124,0.159,,0.130,1.06+ j0.0711,0.196,"13,000",3.46,1.17,21.5,380,,,,,0.415,
1CCUX33LD,55,,185,16.1,8.0,41.4,295,13,6.0,740,500,0.0991,0.127,,0.126,1.03+ j0.0670,0.212,"12,000",3.36,1.26,26.5,425,,,,,0.400,
1CCUX33LD,55,,240,18.2,8.0,43.8,355,17,6.7,790,530,0.0754,0.0976,,0.121,1.01+ j0.0627,0.231,"11,000",3.26,1.38,34.3,490,,,,,0.385,
1CCUX33LD,55,,300,20.6,8.0,46.5,420,21,7.6,840,560,0.0601,0.0786,,0.117,0.995+ j0.0591,0.254,"9,900",3.16,1.52,42.9,555,,,,,0.372,
1CCUX33LD,55,,400,23.5,8.0,50.2,515,25,8.8,900,600,0.0470,0.0625,,0.113,0.982+ j0.0556,0.284,"8,800",3.06,1.70,57.2,625,,,,,0.359,
1CCUX33LD,55,,500,26.6,8.0,53.5,625,25,10,960,640,0.0366,0.0500,,0.109,0.973+ j0.0521,0.312,"8,000",2.99,1.86,71.5,705,,,,,0.346,
1CCUX33LD,55,,630,30.3,8.0,57.4,770,25,12,1030,690,0.0283,0.0405,,0.105,0.965+ j0.0491,0.344,"7,200",2.93,2.06,90.1,795,,,,,0.335,
1CCUX33HD,56,1CCUX33HD,50,8.2,8.0,34.4,165,3.5,3.5,620,410,0.387,0.494,,0.162,0.783+ j0.0989,0.139,"18,000",4.07,0.831,7.2,205,,,,,0.515,
1CCUX33HD,56,,70,9.8,8.0,36.2,210,4.9,4.6,650,430,0.268,0.342,,0.150,0.550+ j0.0881,0.155,"16,000",3.85,0.923,10.0,250,,,,,0.478,
1CCUX33HD,56,,95,11.5,8.0,37.9,240,6.7,5.0,680,460,0.193,0.247,,0.143,0.475+ j0.0815,0.170,"15,000",3.67,1.02,13.6,295,,,,,0.454,
1CCUX33HD,56,,120,12.9,8.0,39.5,270,8.4,5.5,710,470,0.153,0.196,,0.137,0.435+ j0.0762,0.183,"14,000",3.55,1.09,17.2,335,,,,,0.436,
1CCUX33HD,56,,150,14.3,8.0,40.9,300,11,5.9,740,490,0.124,0.159,,0.133,0.406+ j0.0723,0.196,"13,000",3.46,1.17,21.5,370,,,,,0.422,
1CCUX33HD,56,,185,16.1,8.0,42.9,340,13,6.4,770,510,0.0991,0.127,,0.128,0.381+ j0.0681,0.212,"12,000",3.36,1.26,26.5,420,,,,,0.407,
1CCUX33HD,56,,240,18.2,8.0,45.1,400,17,7.1,810,540,0.0754,0.0976,,0.123,0.358+ j0.0638,0.231,"11,000",3.26,1.38,34.3,480,,,,,0.391,
1CCUX33HD,56,,300,20.6,8.0,47.8,465,21,8.0,860,570,0.0601,0.0785,,0.119,0.343+ j0.0601,0.254,"9,900",3.16,1.52,42.9,535,,,,,0.378,
1CCUX33HD,56,,400,23.5,8.0,51.5,560,25,9.3,930,620,0.0470,0.0624,,0.115,0.330+ j0.0566,0.284,"8,800",3.06,1.70,57.2,605,,,,,0.365,
1CCUX33HD,56,,500,26.6,8.0,54.8,675,25,10,990,660,0.0366,0.0500,,0.110,0.320+ j0.0530,0.312,"8,000",2.99,1.86,71.5,675,,,,,0.352,
1CCUX33HD,56,,630,30.3,8.0,58.7,815,25,12,1060,700,0.0283,0.0404,,0.107,0.312+ j0.0499,0.344,"7,200",2.93,2.06,90.1,750,,,,,0.340,
3CCUX33LD,57,3CCUX33LD,50,8.2,8.0,68.5,435,11,11,1230,820,0.387,0.494,,,2.32+ j0.0978,0.140,"18,000",4.07,0.834,7.2,190,0.457,0.143,,,,
3CCUX33LD,57,,70,9.8,8.0,72.4,525,15,15,1300,870,0.268,0.342,,,2.09+ j0.0871,0.155,"16,000",3.85,0.927,10.0,235,0.422,0.133,,,,
3CCUX33LD,57,,95,11.5,8.0,76.3,620,20,20,1370,920,0.193,0.247,,,1.92+ j0.0805,0.171,"15,000",3.67,1.02,13.6,280,0.401,0.126,,,,
3CCUX33LD,57,,120,12.9,8.0,79.5,715,25,22,1430,950,0.153,0.196,,,1.79+ j0.0752,0.184,"14,000",3.55,1.10,17.2,320,0.384,0.121,,,,
3CCUX33LD,57,,150,14.3,8.0,82.7,810,25,24,1490,990,0.124,0.159,,,1.69+ j0.0714,0.197,"13,000",3.46,1.17,21.5,365,0.371,0.117,,,,
3CCUX33LD,57,,185,16.1,8.0,86.7,940,25,25,1560,1040,0.0991,0.128,,,1.59+ j0.0672,0.212,"12,000",3.36,1.27,26.5,410,0.358,0.112,,,,
3CCUX33LD,57,,240,18.2,8.0,91.8,1140,25,25,1650,1100,0.0754,0.0978,,,1.44+ j0.0629,0.232,"11,000",3.26,1.39,34.3,484,0.344,0.108,,,,
3CCUX33LD,57,,300,20.6,8.0,97.6,1350,25,25,1760,1170,0.0601,0.0788,,,1.37+ j0.0593,0.255,"9,900",3.16,1.52,42.9,545,0.332,0.104,,,,
3CCUX33LDA,58,3CCUX33LDA,50,8.2,8.0,79.9,920,11,11,1440,960,0.387,0.494,,,2.32+j0.0978,0.140,"18,000",4.07,0.834,7.2,190,,,,25,0.457,0.143
3CCUX33LDA,58,,70,9.8,8.0,84.1,1040,15,15,1510,1010,0.268,0.342,,,2.09+j0.0871,0.155,"16,000",3.85,0.927,10.0,235,,,,25,0.422,0.133
